id,name,cin,city,created_at,postal_code,street,street_number,updated_at,uri
423780,Spojená škola Tilgnerova Bratislava,31750214,,2019-07-07T04:00:53.884Z,84105,Tilgnerova,14,2019-07-07T04:00:53.884Z,ico://sk/31750214
423781,"Spojená škola, Čajkovského 50, Trnava",35629860,Trnava,2019-07-07T04:00:53.894Z,91708,Čajkovského,50,2019-07-07T04:00:53.894Z,ico://sk/35629860
423782,Spojená škola Turčianske Teplice,37906216,Turčianske Teplice,2019-07-07T04:00:53.902Z,03901,Horné Rakovce,29,2019-07-07T04:00:53.902Z,ico://sk/37906216
423783,Spojená škola Tvrdošín,161519,-,2019-07-07T04:00:53.910Z,02744,Medvedzie,1,2019-07-07T04:00:53.910Z,ico://sk/00161519
423784,Spojená škola Vojenská Košice,31298028,-,2019-07-07T04:00:53.920Z,04001,"Vojenská, KE",13,2019-07-07T04:00:53.920Z,ico://sk/31298028
423785,Spojená škola Vranov nad Topľou,42089816,Vranov nad Topľou,2019-07-07T04:00:53.931Z,09301,Budovateľská,,2019-07-07T04:00:53.931Z,ico://sk/42089816
423786,"Spojená škola, Želiezovce s organizačnými zložkami Špeciálna základná škola a Praktická škola, Želiezovce",34062866,Želiezovce,2019-07-07T04:00:53.941Z,93701,Úzka,,2019-07-07T04:00:53.941Z,ico://sk/34062866
423787,Špeciálna základná škola Richnava,35541431,Richnava,2019-07-07T04:00:53.955Z,05351,,,2019-07-07T04:00:53.955Z,ico://sk/35541431
423788,"Stredná odborná škola, Tajovského, Banská Bystrica",17053803,Banská Bystrica,2019-07-07T04:00:53.963Z,97573,Tajovského,25,2019-07-07T04:00:53.963Z,ico://sk/17053803
423789,"Špeciálna základná škola s VJM - Speciális Alapiskola, Tomášikovo",180645,Tomášikovo,2019-07-07T04:00:53.978Z,92504,,,2019-07-07T04:00:53.978Z,ico://sk/00180645
423790,"Špeciálna základná škola s VJM, Rimavská Seč",35985216,Rimavská Seč,2019-07-07T04:00:53.993Z,98042,Daxnerova,,2019-07-07T04:00:53.993Z,ico://sk/35985216
423791,Špeciálna základná škola Sečovce,31309828,Sečovce,2019-07-07T04:00:54.001Z,07801,SNP,53,2019-07-07T04:00:54.001Z,ico://sk/31309828
423792,Špeciálna základná škola Sereď,35630078,Sereď,2019-07-07T04:00:54.012Z,92600,Fándlyho,14,2019-07-07T04:00:54.012Z,ico://sk/35630078
423793,Špeciálna základná škola Snina,17070309,Snina,2019-07-07T04:00:54.025Z,06901,Partizánska,,2019-07-07T04:00:54.025Z,ico://sk/17070309
423794,Špeciálna základná škola Sobrance,31309780,Sobrance,2019-07-07T04:00:54.033Z,07301,Tyršova,1,2019-07-07T04:00:54.033Z,ico://sk/31309780
423795,Špeciálna základná škola Spišská Belá,17070473,Spišská Belá,2019-07-07T04:00:54.041Z,05901,Zimná,,2019-07-07T04:00:54.041Z,ico://sk/17070473
423796,Špeciálna základná škola Svit,17070341,Svit,2019-07-07T04:00:54.051Z,05921,Mierová,171,2019-07-07T04:00:54.051Z,ico://sk/17070341
423797,"Obec Háj, okres Košice-okolie",690279,Háj,2019-07-07T04:00:54.066Z,04402,,,2019-07-07T04:00:54.066Z,ico://sk/00690279
423798,Obec Haláčovce,310409,Haláčovce,2019-07-07T04:00:54.081Z,95655,,,2019-07-07T04:00:54.081Z,ico://sk/00310409
423799,Obec Jurkova Voľa,330523,Jurkova Voľa,2019-07-07T04:00:54.090Z,08901,,,2019-07-07T04:00:54.090Z,ico://sk/00330523
423800,Obec Juskova Voľa,332453,Juskova Voľa,2019-07-07T04:00:54.102Z,09412,,,2019-07-07T04:00:54.102Z,ico://sk/00332453
423801,Obec Jurské,326275,Jurské,2019-07-07T04:00:54.112Z,05994,,,2019-07-07T04:00:54.112Z,ico://sk/00326275
423802,Obec Kalameny,315303,Kalameny,2019-07-07T04:00:54.125Z,03482,,,2019-07-07T04:00:54.125Z,ico://sk/00315303
423803,Obec Kalinkovo,304841,Kalinkovo,2019-07-07T04:00:54.140Z,90043,Hlavná,,2019-07-07T04:00:54.140Z,ico://sk/00304841
423804,Obec Kalná nad Hronom,307131,Kalná nad Hronom,2019-07-07T04:00:54.147Z,93532,Červenej armády,55,2019-07-07T04:00:54.147Z,ico://sk/00307131
423805,Obec Kalonda,649121,Kalonda,2019-07-07T04:00:54.157Z,98531,Mierová,,2019-07-07T04:00:54.157Z,ico://sk/00649121
423806,Obec Kamanová,699225,Kamanová,2019-07-07T04:00:54.167Z,95612,,,2019-07-07T04:00:54.167Z,ico://sk/00699225
423807,Obec Kamenica,327221,Kamenica,2019-07-07T04:00:54.178Z,08271,,,2019-07-07T04:00:54.178Z,ico://sk/00327221
423808,Obec Kameničany,692298,Kameničany,2019-07-07T04:00:54.188Z,01854,,,2019-07-07T04:00:54.188Z,ico://sk/00692298
423809,"Obec Kamenná Poruba, okres Vranov nad Topľou",332461,Kamenná Poruba,2019-07-07T04:00:54.200Z,09303,,,2019-07-07T04:00:54.200Z,ico://sk/00332461
423810,Obec Komárovce,324329,Komárovce,2019-07-07T04:00:54.210Z,04455,,,2019-07-07T04:00:54.210Z,ico://sk/00324329
423811,Obec Horná Breznica,692352,Horná Breznica,2019-07-07T04:00:54.220Z,02061,,,2019-07-07T04:00:54.220Z,ico://sk/00692352
423812,Obec Horná Krupá,312517,Horná Krupá,2019-07-07T04:00:54.227Z,91965,,,2019-07-07T04:00:54.227Z,ico://sk/00312517
423813,"Obec Horná Lehota, okres Brezno",313441,Horná Lehota,2019-07-07T04:00:54.232Z,97681,,,2019-07-07T04:00:54.232Z,ico://sk/00313441
423814,Obec Horná Poruba,317284,Horná Poruba,2019-07-07T04:00:54.237Z,01835,,,2019-07-07T04:00:54.237Z,ico://sk/00317284
423815,Obec Horná Seč,587524,Horná Seč,2019-07-07T04:00:54.242Z,93531,Hlavná,16,2019-07-07T04:00:54.242Z,ico://sk/00587524
423816,Obec Horná Streda,311553,Horná Streda,2019-07-07T04:00:54.247Z,91624,,,2019-07-07T04:00:54.247Z,ico://sk/00311553
423817,Obec Horná Strehová,319333,Horná Strehová,2019-07-07T04:00:54.251Z,99102,,,2019-07-07T04:00:54.251Z,ico://sk/00319333
423818,Obec Horná Súča,311561,Horná Súča,2019-07-07T04:00:54.256Z,91333,Horná Súča,,2019-07-07T04:00:54.256Z,ico://sk/00311561
423819,"Obec Horná Ves, okres Prievidza",318108,Horná Ves,2019-07-07T04:00:54.261Z,97248,Horná Ves,,2019-07-07T04:00:54.261Z,ico://sk/00318108
423820,"Obec Horná Ves, okres Žiar nad Hronom",31095933,Horná Ves,2019-07-07T04:00:54.266Z,96701,,,2019-07-07T04:00:54.266Z,ico://sk/31095933
423821,Obec Horná Ves - matričný úrad,318109,Horná Ves,2019-07-07T04:00:54.272Z,97248,Horná Ves,,2019-07-07T04:00:54.272Z,ico://sk/00318109
423822,Obec Horňany,311570,Horňany,2019-07-07T04:00:54.279Z,91324,,,2019-07-07T04:00:54.279Z,ico://sk/00311570
423823,Obec Kraľovany,314561,Kraľovany,2019-07-07T04:00:54.284Z,02751,,,2019-07-07T04:00:54.284Z,ico://sk/00314561
423824,Obec Kráľovce,324388,Kráľovce,2019-07-07T04:00:54.289Z,04444,,,2019-07-07T04:00:54.289Z,ico://sk/00324388
423825,Obec Kráľovce - Krnišov,320030,Kráľovce-Krnišov,2019-07-07T04:00:54.294Z,96265,,,2019-07-07T04:00:54.294Z,ico://sk/00320030
423826,Obec Kráľovičove Kračany,305529,Kráľovičove Kračany,2019-07-07T04:00:54.300Z,93003,,,2019-07-07T04:00:54.300Z,ico://sk/00305529
423827,Obec Krasňany,321401,Krasňany,2019-07-07T04:00:54.308Z,01303,,,2019-07-07T04:00:54.308Z,ico://sk/00321401
423828,Obec Krásnohorská Dlhá Lúka,328413,Krásnohorská Dlhá Lúka,2019-07-07T04:00:54.317Z,04945,,,2019-07-07T04:00:54.317Z,ico://sk/00328413
423829,Obec Kremná,329967,Kremná,2019-07-07T04:00:54.326Z,06522,,,2019-07-07T04:00:54.326Z,ico://sk/00329967
423830,Obec Hričovské Podhradie,647446,Hričovské Podhradie,2019-07-07T04:00:54.345Z,01341,,,2019-07-07T04:00:54.345Z,ico://sk/00647446
423831,Obec Hrišovce,329169,Hrišovce,2019-07-07T04:00:54.355Z,05351,,,2019-07-07T04:00:54.355Z,ico://sk/00329169
423832,Obec Hrkovce,36099091,Hrkovce,2019-07-07T04:00:54.373Z,93601,,,2019-07-07T04:00:54.373Z,ico://sk/36099091
423833,Obec Hrlica,650048,Hrlica,2019-07-07T04:00:54.383Z,98266,Hrlica,,2019-07-07T04:00:54.383Z,ico://sk/00650048
423834,Obec Hrnčiarovce nad Parnou,34007521,Hrnčiarovce nad Parnou,2019-07-07T04:00:54.396Z,91935,Farská,37,2019-07-07T04:00:54.396Z,ico://sk/34007521
423835,Obec Hrnčiarske Zalužany,318795,Hrnčiarske Zalužany,2019-07-07T04:00:54.407Z,98012,Hlavná,,2019-07-07T04:00:54.407Z,ico://sk/00318795
423836,Obec Nemecká,313645,Nemecká,2019-07-07T04:00:54.412Z,97697,Hronská,,2019-07-07T04:00:54.412Z,ico://sk/00313645
423837,"Obec Neporadza, okres Trenčín",311821,Neporadza,2019-07-07T04:00:54.423Z,91326,,,2019-07-07T04:00:54.423Z,ico://sk/00311821
423838,Obec Nesvady,306606,Nesvady,2019-07-07T04:00:54.431Z,94651,Obchodná,,2019-07-07T04:00:54.431Z,ico://sk/00306606
423839,Obec Neverice,308285,Neverice,2019-07-07T04:00:54.439Z,95172,Hlavná,,2019-07-07T04:00:54.439Z,ico://sk/00308285
423840,"Obec Nevidzany, okres Zlaté Moravce",308293,Nevidzany,2019-07-07T04:00:54.447Z,95162,,,2019-07-07T04:00:54.447Z,ico://sk/00308293
423841,Obec Nezbudská Lúčka,648256,Nezbudská Lúčka,2019-07-07T04:00:54.455Z,01324,Nezbudská Lúčka,,2019-07-07T04:00:54.455Z,ico://sk/00648256
423842,Obec Nimnica,692344,Nimnica,2019-07-07T04:00:54.462Z,02071,,,2019-07-07T04:00:54.462Z,ico://sk/00692344
423843,Obec Nitra nad Ipľom,648388,Nitra nad Ipľom,2019-07-07T04:00:54.474Z,98557,Nitra nad Ipľom,,2019-07-07T04:00:54.474Z,ico://sk/00648388
423844,Obec Nitrianska Blatnica,310824,Nitrianska Blatnica,2019-07-07T04:00:54.486Z,95604,,,2019-07-07T04:00:54.486Z,ico://sk/00310824
423845,Obec Nitrianska Streda,310832,Nitrianska Streda,2019-07-07T04:00:54.504Z,95616,,,2019-07-07T04:00:54.504Z,ico://sk/00310832
423846,Obec Nitrianske Pravno,318337,Nitrianske Pravno,2019-07-07T04:00:54.510Z,97213,Námestie SNP,1,2019-07-07T04:00:54.510Z,ico://sk/00318337
423847,Obec Nitrica,318329,Nitrica,2019-07-07T04:00:54.516Z,97222,,,2019-07-07T04:00:54.516Z,ico://sk/00318329
423848,Obec Lukovištia,318906,Lukovištia,2019-07-07T04:00:54.522Z,98026,,26,2019-07-07T04:00:54.522Z,ico://sk/00318906
423849,Obec Likavka,315362,Likavka,2019-07-07T04:00:54.542Z,03495,,,2019-07-07T04:00:54.542Z,ico://sk/00315362
423850,Obec Limbach,304891,Limbach,2019-07-07T04:00:54.553Z,90091,SNP,59,2019-07-07T04:00:54.553Z,ico://sk/00304891
423851,"Obec Lipová, okres Nové Zámky",309044,Lipová,2019-07-07T04:00:54.571Z,94102,,,2019-07-07T04:00:54.571Z,ico://sk/00309044
423852,"Obec Lipová, okres Bardejov",322288,Lipová,2019-07-07T04:00:54.576Z,08612,,,2019-07-07T04:00:54.576Z,ico://sk/00322288
423853,Obec Lipovce,327387,Lipovce,2019-07-07T04:00:54.582Z,08236,,,2019-07-07T04:00:54.582Z,ico://sk/00327387
423854,Obec Lipové,306541,Lipové,2019-07-07T04:00:54.586Z,94614,,,2019-07-07T04:00:54.586Z,ico://sk/00306541
423855,"Obec Lipovec, okres Rimavská Sobota",649937,Lipovec,2019-07-07T04:00:54.591Z,98023,,,2019-07-07T04:00:54.591Z,ico://sk/00649937
423856,"Obec Lipovec, okres Martin",316776,Lipovec,2019-07-07T04:00:54.595Z,03861,Hrabiny,,2019-07-07T04:00:54.595Z,ico://sk/00316776
423857,Obec Liptovská Anna,315371,Liptovská Anna,2019-07-07T04:00:54.600Z,03223,,,2019-07-07T04:00:54.600Z,ico://sk/00315371
423858,Obec Liptovská Kokava,315389,Liptovská Kokava,2019-07-07T04:00:54.604Z,03244,Stará,,2019-07-07T04:00:54.604Z,ico://sk/00315389
423859,Obec Liptovská Osada,315401,Liptovská Osada,2019-07-07T04:00:54.609Z,03473,,,2019-07-07T04:00:54.609Z,ico://sk/00315401
423860,Obec Liptovská Porúbka,17061229,Liptovská Porúbka,2019-07-07T04:00:54.614Z,03301,,,2019-07-07T04:00:54.614Z,ico://sk/17061229
423861,Obec Liptovská Sielnica,315419,Liptovská Sielnica,2019-07-07T04:00:54.619Z,03223,,,2019-07-07T04:00:54.619Z,ico://sk/00315419
423862,Obec Ľudovítová,34017402,Ľudovítová,2019-07-07T04:00:54.623Z,95144,Ľufovítová,,2019-07-07T04:00:54.623Z,ico://sk/34017402
423863,Obec Ludrová,315591,Ludrová,2019-07-07T04:00:54.628Z,03471,Ludrová,,2019-07-07T04:00:54.628Z,ico://sk/00315591
423864,Obec Lukavica,322334,Lukavica,2019-07-07T04:00:54.635Z,08621,,,2019-07-07T04:00:54.635Z,ico://sk/00322334
423865,Obec Okoličná na Ostrove,306622,Okoličná na ostrove,2019-07-07T04:00:54.642Z,94613,Hlavná,,2019-07-07T04:00:54.642Z,ico://sk/00306622
423866,Obec Oľdza,305651,Oľdza,2019-07-07T04:00:54.649Z,93039,,,2019-07-07T04:00:54.649Z,ico://sk/00305651
423867,Obec Olejníkov,327531,Olejníkov,2019-07-07T04:00:54.655Z,08257,,,2019-07-07T04:00:54.655Z,ico://sk/00327531
423868,Obec Olováry,319481,Olováry,2019-07-07T04:00:54.659Z,99122,,,2019-07-07T04:00:54.659Z,ico://sk/00319481
423869,Obec Oľšavica,329444,Oľšavica,2019-07-07T04:00:54.663Z,05373,,,2019-07-07T04:00:54.663Z,ico://sk/00329444
423870,Obec Oľšov,327549,Oľšov,2019-07-07T04:00:54.667Z,08276,,,2019-07-07T04:00:54.667Z,ico://sk/00327549
423871,Obec Olšovany,324574,Olšovany,2019-07-07T04:00:54.672Z,04419,,35,2019-07-07T04:00:54.672Z,ico://sk/00324574
423872,Obec Omastiná,699306,Omastiná,2019-07-07T04:00:54.676Z,95641,,,2019-07-07T04:00:54.676Z,ico://sk/00699306
423873,Obec Ondrejovce,587575,Ondrejovce,2019-07-07T04:00:54.680Z,93551,,,2019-07-07T04:00:54.680Z,ico://sk/00587575
423874,Obec Opatovce,311901,Opatovce,2019-07-07T04:00:54.684Z,91311,,,2019-07-07T04:00:54.684Z,ico://sk/00311901
423875,Obec Zemné,309371,Zemné,2019-07-07T04:00:54.689Z,94122,,,2019-07-07T04:00:54.689Z,ico://sk/00309371
423876,Obec Slovenská Ves,326500,Slovenská Ves,2019-07-07T04:00:54.693Z,05902,,,2019-07-07T04:00:54.693Z,ico://sk/00326500
423877,"Spojená škola, Mudroňova, Nitra",34062912,Nitra,2019-07-07T04:00:54.698Z,94901,Mudroňova,1,2019-07-07T04:00:54.698Z,ico://sk/34062912
423878,Spojená škola Nižná,17050448,Nižná,2019-07-07T04:00:54.702Z,02743,Hattalova,,2019-07-07T04:00:54.702Z,ico://sk/17050448
423879,Spojená škola Okoč,350206,Okoč,2019-07-07T04:00:54.707Z,93028,Gorkého,90,2019-07-07T04:00:54.707Z,ico://sk/00350206
423880,Spojená škola Okružná Rimavská Sobota,42195471,,2019-07-07T04:00:54.711Z,,,,2019-07-07T04:00:54.711Z,ico://sk/42195471
423881,Spojená škola Opatovská cesta Košice,88714,-,2019-07-07T04:00:54.715Z,04001,Opatovská cesta,,2019-07-07T04:00:54.715Z,ico://sk/00088714
423882,Spojená škola Partizánska Poprad,42090202,Poprad,2019-07-07T04:00:54.718Z,05801,Partizánska,2,2019-07-07T04:00:54.718Z,ico://sk/42090202
423883,Spojená škola Pavla Sabadoša internátna Prešov,42037425,Prešov,2019-07-07T04:00:54.723Z,08001,Duklianska,2,2019-07-07T04:00:54.723Z,ico://sk/42037425
423884,Spojená škola Poltár,42195462,Poltár,2019-07-07T04:00:54.728Z,98701,Železničná,5,2019-07-07T04:00:54.728Z,ico://sk/42195462
423885,Spojená škola Rudňany,31309631,Rudňany,2019-07-07T04:00:54.734Z,05321,Zimné,83,2019-07-07T04:00:54.734Z,ico://sk/31309631
423886,"Spojená škola, Scota Viatora, Ružomberok",894826,Ružomberok,2019-07-07T04:00:54.740Z,03401,Scota Viatora,8,2019-07-07T04:00:54.740Z,ico://sk/00894826
423887,Špeciálna základná škola s materskou školou - Speciális Alapiskola és Speciális Óvoda Veľké Kapušany,188514,Veľké Kapušany,2019-07-07T04:00:54.745Z,07901,J. Dózsu,,2019-07-07T04:00:54.745Z,ico://sk/00188514
423888,Špeciálna základná škola s materskou školou Hlohovec,35629941,Hlohovec,2019-07-07T04:00:54.751Z,92001,M.R. Štefánika,274,2019-07-07T04:00:54.751Z,ico://sk/35629941
423889,Špeciálna základná škola s materskou školou internátna Medzilaborce,144428,Medzilaborce,2019-07-07T04:00:54.756Z,06801,Duchnovičova,29,2019-07-07T04:00:54.756Z,ico://sk/00144428
423890,Špeciálna základná škola s materskou školou internátna Šahy,31874312,Šahy,2019-07-07T04:00:54.762Z,93601,Mládežnícká,1,2019-07-07T04:00:54.762Z,ico://sk/31874312
423891,Špeciálna základná škola s materskou školou intrenátna Liptovský Ján,42224233,Liptovský Ján,2019-07-07T04:00:54.770Z,03203,Kúpeľná,,2019-07-07T04:00:54.770Z,ico://sk/42224233
423892,Špeciálna základná škola s VJM- speciális alapiskola Kolárovo,34041907,Kolárovo,2019-07-07T04:00:54.777Z,94603,Remeselnícka,2,2019-07-07T04:00:54.777Z,ico://sk/34041907
423893,"Špeciálna základná škola s VJM - Speciális Alapiskola, Komenského, Dunajská Streda",35630124,Dunajská Streda,2019-07-07T04:00:54.787Z,92901,Komenského,1,2019-07-07T04:00:54.787Z,ico://sk/35630124
423894,Obec Štrkovec,319139,Štrkovec,2019-07-07T04:00:54.799Z,98045,,,2019-07-07T04:00:54.799Z,ico://sk/00319139
423895,Obec Štvrtok,312029,Štvrtok,2019-07-07T04:00:54.814Z,91305,,,2019-07-07T04:00:54.814Z,ico://sk/00312029
423896,Spojená škola Žilina-Bytčica,158615,-,2019-07-07T04:00:54.823Z,01009,Hlavná,,2019-07-07T04:00:54.823Z,ico://sk/00158615
423897,Obec Lúky,317489,Lúky,2019-07-07T04:00:54.831Z,02053,,,2019-07-07T04:00:54.831Z,ico://sk/00317489
423898,Obec Lupoč,316199,Lupoč,2019-07-07T04:00:54.843Z,98511,Lupoč,,2019-07-07T04:00:54.843Z,ico://sk/00316199
423899,Obec Lutila,652113,Lutila,2019-07-07T04:00:54.852Z,96622,Štefánikova,84,2019-07-07T04:00:54.852Z,ico://sk/00652113
423900,Obec Ľutov,699292,Ľutov,2019-07-07T04:00:54.859Z,95703,,,2019-07-07T04:00:54.859Z,ico://sk/00699292
423901,Obec Lužany,310701,Lužany,2019-07-07T04:00:54.866Z,95607,,,2019-07-07T04:00:54.866Z,ico://sk/00310701
423902,Obec Lysá pod Makytou,317471,Lysá pod Makytou,2019-07-07T04:00:54.875Z,02054,,,2019-07-07T04:00:54.875Z,ico://sk/00317471
423903,Obec Lysica,321460,Lysica,2019-07-07T04:00:54.883Z,01305,,,2019-07-07T04:00:54.883Z,ico://sk/00321460
423904,Obec Magnezitovce,328511,Magnezitovce,2019-07-07T04:00:54.893Z,04916,,,2019-07-07T04:00:54.893Z,ico://sk/00328511
423905,Obec Machulince,308234,Machulince,2019-07-07T04:00:54.900Z,95193,Hlavná,,2019-07-07T04:00:54.900Z,ico://sk/00308234
423906,Obec Majere,696030,Majere,2019-07-07T04:00:54.916Z,06101,,,2019-07-07T04:00:54.916Z,ico://sk/00696030
423907,Obec Majerovce,332526,Majerovce,2019-07-07T04:00:54.926Z,09409,,,2019-07-07T04:00:54.926Z,ico://sk/00332526
423908,Obec Malá Čierna,632716,Malá Čierna,2019-07-07T04:00:54.934Z,01501,,,2019-07-07T04:00:54.934Z,ico://sk/00632716
423909,Obec Malá Domaša,332534,Malá Domaša,2019-07-07T04:00:54.940Z,09402,,,2019-07-07T04:00:54.940Z,ico://sk/00332534
423910,Obec Medovarce,648990,Medovarce,2019-07-07T04:00:54.949Z,96265,,,2019-07-07T04:00:54.949Z,ico://sk/00648990
423911,Obec Medzibrod,313581,Medzibrod,2019-07-07T04:00:54.963Z,97696,Námestie Hrdinov SNP,1,2019-07-07T04:00:54.963Z,ico://sk/00313581
423912,Obec Melek,308251,Melek,2019-07-07T04:00:54.971Z,95201,,,2019-07-07T04:00:54.971Z,ico://sk/00308251
423913,Obec Merašice,312771,Merašice,2019-07-07T04:00:54.984Z,92061,Merašice,,2019-07-07T04:00:54.984Z,ico://sk/00312771
423914,Obec Mestisko,330736,Mestisko,2019-07-07T04:00:54.993Z,09041,,,2019-07-07T04:00:54.993Z,ico://sk/00330736
423915,Obec Mierovo,305596,Mierovo,2019-07-07T04:00:55.005Z,93041,,,2019-07-07T04:00:55.005Z,ico://sk/00305596
423916,Obec Michal nad Žitavou,309095,Michal nad Žitavou,2019-07-07T04:00:55.022Z,94161,,,2019-07-07T04:00:55.022Z,ico://sk/00309095
423917,Obec Michalok,332577,Michalok,2019-07-07T04:00:55.037Z,09423,Michalok,,2019-07-07T04:00:55.037Z,ico://sk/00332577
423918,Obec Michalová,313599,Michalová,2019-07-07T04:00:55.046Z,97657,Trosky,,2019-07-07T04:00:55.046Z,ico://sk/00313599
423919,"Obec Mikušovce, okres Lučenec",17067944,Mikušovce,2019-07-07T04:00:55.051Z,98401,,14,2019-07-07T04:00:55.051Z,ico://sk/17067944
423920,Obec Milhosť,31947034,Milhosť,2019-07-07T04:00:55.056Z,04458,,,2019-07-07T04:00:55.056Z,ico://sk/31947034
423921,Obec Miloslavov,304948,Miloslavov,2019-07-07T04:00:55.062Z,90042,,,2019-07-07T04:00:55.062Z,ico://sk/00304948
423922,Obec Liptovské Beharovce,315443,Liptovské Beharovce,2019-07-07T04:00:55.067Z,03221,,,2019-07-07T04:00:55.067Z,ico://sk/00315443
423923,Obec Opava,649180,Opava,2019-07-07T04:00:55.073Z,99125,,,2019-07-07T04:00:55.073Z,ico://sk/00649180
423924,Obec Opiná,690333,Opiná,2019-07-07T04:00:55.078Z,04447,Opiná,,2019-07-07T04:00:55.078Z,ico://sk/00690333
423925,Obec Oravská Jasenica,314714,Oravská Jasenica,2019-07-07T04:00:55.086Z,02964,,,2019-07-07T04:00:55.086Z,ico://sk/00314714
423926,Obec Oravská Polhora,314749,Oravská Polhora,2019-07-07T04:00:55.091Z,02947,,,2019-07-07T04:00:55.091Z,ico://sk/00314749
423927,Obec Oravský Biely Potok,314706,Oravský Biely Potok,2019-07-07T04:00:55.099Z,02742,,,2019-07-07T04:00:55.099Z,ico://sk/00314706
423928,Obec Oravský Podzámok,314731,Oravský Podzámok,2019-07-07T04:00:55.103Z,02741,Oravský Podzámok,,2019-07-07T04:00:55.103Z,ico://sk/00314731
423929,"Obec Oreské, okres Skalica",309753,Oreské,2019-07-07T04:00:55.107Z,90863,,,2019-07-07T04:00:55.107Z,ico://sk/00309753
423930,Obec Oslany,318396,Oslany,2019-07-07T04:00:55.111Z,97247,Námestie Slobody,,2019-07-07T04:00:55.111Z,ico://sk/00318396
423931,Obec Ostrá Lúka,320161,Ostrá Lúka,2019-07-07T04:00:55.115Z,96261,,,2019-07-07T04:00:55.115Z,ico://sk/00320161
423932,"Obec Ostrov, okres Piešťany",312827,Ostrov,2019-07-07T04:00:55.119Z,92201,,,2019-07-07T04:00:55.119Z,ico://sk/00312827
423933,Obec Ostrovany,690554,Ostrovany,2019-07-07T04:00:55.123Z,08222,Ostrovany,,2019-07-07T04:00:55.123Z,ico://sk/00690554
423934,Obec Osturňa,326453,Osturňa,2019-07-07T04:00:55.128Z,05979,,,2019-07-07T04:00:55.128Z,ico://sk/00326453
423935,Obec Ovčiarsko,648965,Ovčiarsko,2019-07-07T04:00:55.133Z,01004,Hričovská cesta,,2019-07-07T04:00:55.133Z,ico://sk/00648965
423936,Základná škola Krásno nad Kysucou,42388767,Krásno nad Kysucou,2019-07-07T04:00:55.139Z,02302,Mládežnícka,,2019-07-07T04:00:55.139Z,ico://sk/42388767
423937,Základná škola Levická Vráble,37865455,Vráble,2019-07-07T04:00:55.144Z,95201,Levická,64,2019-07-07T04:00:55.144Z,ico://sk/37865455
423938,Základná škola Limbová Žilina,37810880,Žilina,2019-07-07T04:00:55.148Z,01007,Limbová,30,2019-07-07T04:00:55.148Z,ico://sk/37810880
423939,Základná škola Lipová,37861018,Lipová,2019-07-07T04:00:55.153Z,94102,Lipová,183,2019-07-07T04:00:55.153Z,ico://sk/37861018
423940,Ústredný inšpektorát Slovenskej obchodnej inšpekcie,17331927,Bratislava - mestská časť Ružinov,2019-07-07T04:00:55.157Z,82799,Prievozská,,2019-07-07T04:00:55.157Z,ico://sk/17331927
423941,Úrad pre verejné obstarávanie,31797903,Bratislava - mestská časť Staré Mesto,2019-07-07T04:00:55.161Z,82004,Dunajská,68,2019-07-07T04:00:55.161Z,ico://sk/31797903
423942,Úrad priemyselného vlastníctva Slovenskej republiky,30810787,Banská Bystrica,2019-07-07T04:00:55.166Z,97404,Švermova,43,2019-07-07T04:00:55.166Z,ico://sk/30810787
423943,Notárska komora Slovenskej republiky,30811236,Bratislava - mestská časť Petržalka,2019-07-07T04:00:55.170Z,85101,Krasovského,,2019-07-07T04:00:55.170Z,ico://sk/30811236
423944,Okresný úrad Nové Zámky - katastrálny odbor,151866,Nové Zámky,2019-07-07T04:00:55.174Z,,,,2019-07-07T04:00:55.174Z,ico://sk/00151866_10226
423945,Okresný úrad Nové Zámky - odbor živnostenského podnikania,151866,Nové Zámky,2019-07-07T04:00:55.179Z,,,,2019-07-07T04:00:55.179Z,ico://sk/00151866_10225
423946,Okresný úrad Rimavská Sobota - odbor cestnej dopravy a pozemných komunikácií,151866,Rimavská Sobota,2019-07-07T04:00:55.185Z,,,,2019-07-07T04:00:55.185Z,ico://sk/00151866_10240
423947,Okresný úrad Rimavská Sobota - odbor krízového riadenia,151866,Rimavská Sobota,2019-07-07T04:00:55.190Z,,,,2019-07-07T04:00:55.190Z,ico://sk/00151866_10239
423948,Okresný úrad Rimavská Sobota - odbor starostlivosti o životné prostredie,151866,Rimavská Sobota,2019-07-07T04:00:55.194Z,,,,2019-07-07T04:00:55.194Z,ico://sk/00151866_10241
423949,Okresný úrad Rimavská Sobota - odbor všeobecnej vnútornej správy,151866,Rimavská Sobota,2019-07-07T04:00:55.198Z,,,,2019-07-07T04:00:55.198Z,ico://sk/00151866_10237
423950,Okresný úrad Košice - odbor živnostenského podnikania,151866,,2019-07-07T04:00:55.203Z,,,,2019-07-07T04:00:55.203Z,ico://sk/00151866_10182
423951,Okresný úrad Žiar nad Hronom - katastrálny odbor,151866,Žiar nad Hronom,2019-07-07T04:00:55.207Z,,,,2019-07-07T04:00:55.207Z,ico://sk/00151866_10320
423952,Okresný úrad Žiar nad Hronom - odbor živnostenského podnikania,151866,Žiar nad Hronom,2019-07-07T04:00:55.212Z,,,,2019-07-07T04:00:55.212Z,ico://sk/00151866_10319
423953,Okresný úrad Košice - okolie - katastrálny odbor,151866,,2019-07-07T04:00:55.220Z,,,,2019-07-07T04:00:55.220Z,ico://sk/00151866_10184
